id_code,diagnosis
IM0074.000,-100
IM0074.001,-100
IM0075.000,-100
IM0075.001,-100
IM0076.000,-100
IM0076.001,-100
IM0077.000,-100
IM0077.001,-100
IM0078.000,-100
IM0078.001,-100
IM0079.000,-100
IM0079.001,-100
IM0080.000,-100
IM0080.001,-100
IM0081.000,-100
IM0081.001,-100
IM0082.000,-100
IM0082.001,-100
IM0083.000,-100
IM0083.001,-100
IM0084.000,-100
IM0084.001,-100
IM0085.000,-100
IM0085.001,-100
IM0086.000,-100
IM0086.001,-100
IM0087.000,-100
IM0087.001,-100
IM0088.000,-100
IM0088.001,-100
IM0089.000,-100
IM0089.001,-100
IM0090.000,-100
IM0090.001,-100
IM0091.000,-100
IM0091.001,-100
IM0092.000,-100
IM0092.001,-100
IM0093.000,-100
IM0093.001,-100
IM0094.000,-100
IM0094.001,-100
IM0095.000,-100
IM0095.001,-100
IM0096.000,-100
IM0096.001,-100
IM0097.000,-100
IM0097.001,-100
IM0098.000,-100
IM0098.001,-100
IM0099.000,-100
IM0099.001,-100
IM0100.000,-100
IM0100.001,-100
IM0101.000,-100
IM0101.001,-100
IM0102.000,-100
IM0102.001,-100
IM0103.000,-100
IM0103.001,-100
IM0104.000,-100
IM0104.001,-100
IM0105.000,-100
IM0105.001,-100
IM0106.000,-100
IM0106.001,-100
IM0107.000,-100
IM0107.001,-100
IM0108.000,-100
IM0108.001,-100
IM0109.000,-100
IM0109.001,-100
IM0110.000,-100
IM0110.001,-100
IM0111.000,-100
IM0111.001,-100
IM0112.000,-100
IM0112.001,-100
IM0113.000,-100
IM0113.001,-100
IM0114.000,-100
IM0114.001,-100
IM0115.000,-100
IM0115.001,-100
IM0116.000,-100
IM0116.001,-100
IM0117.000,-100
IM0117.001,-100
IM0118.000,-100
IM0118.001,-100
IM0119.000,-100
IM0119.001,-100
IM0120.000,-100
IM0120.001,-100
IM0121.000,-100
IM0121.001,-100
IM0122.000,-100
IM0122.001,-100
IM0123.000,-100
IM0123.001,-100
IM0124.000,-100
IM0124.001,-100
IM0125.000,-100
IM0125.001,-100
IM0126.000,-100
IM0126.001,-100
IM0127.000,-100
IM0127.001,-100
IM0128.000,-100
IM0128.001,-100
IM0129.000,-100
IM0129.001,-100
IM0130.000,-100
IM0130.001,-100
IM0131.000,-100
IM0131.001,-100
IM0132.000,-100
IM0132.001,-100
IM0133.000,-100
IM0133.001,-100
IM0134.000,-100
IM0134.001,-100
IM0135.000,-100
IM0135.001,-100
IM0136.000,-100
IM0136.001,-100
IM0137.000,-100
IM0137.001,-100
IM0138.000,-100
IM0138.001,-100
IM0139.000,-100
IM0139.001,-100
IM0140.000,-100
IM0140.001,-100
IM0141.000,-100
IM0141.001,-100
IM0142.000,-100
IM0142.001,-100
IM0143.000,-100
IM0143.001,-100
IM0144.000,-100
IM0144.001,-100
IM0145.000,-100
IM0145.001,-100
IM0146.000,-100
IM0146.001,-100
IM0147.000,-100
IM0147.001,-100
IM0148.000,-100
IM0148.001,-100
IM0254.000,-100
IM0254.001,-100
IM0255.000,-100
IM0255.001,-100
IM0256.000,-100
IM0256.001,-100
IM0257.000,-100
IM0257.001,-100
IM0258.000,-100
IM0258.001,-100
IM0259.000,-100
IM0259.001,-100
IM0260.000,-100
IM0260.001,-100
IM0261.000,-100
IM0261.001,-100
IM0263.000,-100
IM0263.001,-100
IM0264.000,-100
IM0264.001,-100
IM0265.000,-100
IM0265.001,-100
IM0266.000,-100
IM0266.001,-100
IM0268.000,-100
IM0268.001,-100
IM0270.000,-100
IM0270.001,-100
IM0271.000,-100
IM0271.001,-100
IM0272.000,-100
IM0272.001,-100
IM0273.000,-100
IM0273.001,-100
IM0274.000,-100
IM0274.001,-100
IM0275.000,-100
IM0275.001,-100
IM0276.000,-100
IM0276.001,-100
IM0278.000,-100
IM0278.001,-100
IM0280.000,-100
IM0280.001,-100
IM0281.000,-100
IM0281.001,-100
IM0282.000,-100
IM0282.001,-100
IM0283.000,-100
IM0283.001,-100
IM0284.000,-100
IM0284.001,-100
IM0285.000,-100
IM0285.001,-100
IM0287.000,-100
IM0287.001,-100
IM0288.000,-100
IM0288.001,-100
IM0289.000,-100
IM0289.001,-100
IM0290.000,-100
IM0290.001,-100
IM0291.000,-100
IM0291.001,-100
IM0292.000,-100
IM0292.001,-100
IM0293.000,-100
IM0293.001,-100
IM0294.000,-100
IM0294.001,-100
IM0295.000,-100
IM0295.001,-100
IM0296.000,-100
IM0296.001,-100
IM0297.000,-100
IM0297.001,-100
IM0298.000,-100
IM0298.001,-100
IM0299.000,-100
IM0299.001,-100
IM0300.000,-100
IM0300.001,-100
IM0301.000,-100
IM0301.001,-100
IM0302.000,-100
IM0302.001,-100
IM0303.000,-100
IM0303.001,-100
IM0304.000,-100
IM0304.001,-100
IM0305.000,-100
IM0305.001,-100
IM0306.000,-100
IM0306.001,-100
IM0307.000,-100
IM0307.001,-100
IM0308.000,-100
IM0308.001,-100
IM0309.000,-100
IM0309.001,-100
IM0310.000,-100
IM0310.001,-100
IM0311.000,-100
IM0311.001,-100
IM0312.000,-100
IM0312.001,-100
IM0313.000,-100
IM0313.001,-100
IM0314.000,-100
IM0314.001,-100
IM0315.000,-100
IM0315.001,-100
IM0316.000,-100
IM0316.001,-100
IM0318.000,-100
IM0318.001,-100
IM0319.000,-100
IM0319.001,-100
IM0320.000,-100
IM0320.001,-100
IM0321.000,-100
IM0321.001,-100
IM0322.000,-100
IM0322.001,-100
IM0323.000,-100
IM0323.001,-100
IM0324.000,-100
IM0324.001,-100
IM0325.000,-100
IM0325.001,-100
IM0326.000,-100
IM0326.001,-100
IM0327.000,-100
IM0327.001,-100
IM0328.000,-100
IM0328.001,-100
IM0329.000,-100
IM0329.001,-100
IM0330.000,-100
IM0330.001,-100
IM0331.000,-100
IM0331.001,-100
IM0332.000,-100
IM0332.001,-100
IM0333.000,-100
IM0333.001,-100
IM0334.000,-100
IM0334.001,-100
IM0336.000,-100
IM0336.001,-100
IM0337.000,-100
IM0337.001,-100
IM0338.000,-100
IM0338.001,-100
IM0339.000,-100
IM0339.001,-100
IM0340.000,-100
IM0340.001,-100
IM0341.000,-100
IM0341.001,-100
IM0342.000,-100
IM0342.001,-100
IM0343.000,-100
IM0343.001,-100
IM0344.000,-100
IM0344.001,-100
IM0346.000,-100
IM0346.001,-100
IM0350.000,-100
IM0350.001,-100
IM0353.000,-100
IM0353.001,-100
IM0354.000,-100
IM0354.001,-100
IM0355.000,-100
IM0355.001,-100
IM0356.000,-100
IM0356.001,-100
IM0357.000,-100
IM0357.001,-100
IM0358.000,-100
IM0358.001,-100
IM0359.000,-100
IM0359.001,-100
IM0360.000,-100
IM0360.001,-100
IM0361.000,-100
IM0361.001,-100
IM0362.000,-100
IM0362.001,-100
IM0365.000,-100
IM0365.001,-100
IM0367.000,-100
IM0367.001,-100
IM0368.000,-100
IM0368.001,-100
IM0369.000,-100
IM0369.001,-100
IM0370.000,-100
IM0370.001,-100
IM0371.000,-100
IM0371.001,-100
IM0372.000,-100
IM0372.001,-100
IM0373.000,-100
IM0373.001,-100
IM0374.000,-100
IM0374.001,-100
IM0376.000,-100
IM0376.001,-100
IM0377.000,-100
IM0377.001,-100
IM0378.000,-100
IM0378.001,-100
IM0379.000,-100
IM0379.001,-100
IM0380.000,-100
IM0380.001,-100
IM0381.000,-100
IM0381.001,-100
IM0382.000,-100
IM0382.001,-100
IM0383.000,-100
IM0383.001,-100
IM0384.000,-100
IM0384.001,-100
IM0385.000,-100
IM0385.001,-100
IM0386.000,-100
IM0386.001,-100
IM0387.000,-100
IM0387.001,-100
IM0388.000,-100
IM0388.001,-100
IM0389.000,-100
IM0389.001,-100
IM0390.000,-100
IM0390.001,-100
IM0391.000,-100
IM0391.001,-100
IM0392.000,-100
IM0392.001,-100
IM0393.000,-100
IM0393.001,-100
IM0395.000,-100
IM0395.001,-100
IM0396.000,-100
IM0396.001,-100
IM0397.000,-100
IM0397.001,-100
IM0398.000,-100
IM0398.001,-100
IM0399.000,-100
IM0399.001,-100
IM0400.000,-100
IM0400.001,-100
IM0401.000,-100
IM0401.001,-100
IM0402.000,-100
IM0402.001,-100
IM0403.000,-100
IM0403.001,-100
IM0404.000,-100
IM0404.001,-100
IM0405.000,-100
IM0405.001,-100
IM0406.000,-100
IM0406.001,-100
IM0407.000,-100
IM0407.001,-100
IM0408.000,-100
IM0408.001,-100
IM0409.000,-100
IM0409.001,-100
IM0410.000,-100
IM0410.001,-100
IM0411.000,-100
IM0411.001,-100
IM0412.000,-100
IM0412.001,-100
IM0413.000,-100
IM0413.001,-100
IM0414.000,-100
IM0414.001,-100
IM0415.000,-100
IM0415.001,-100
IM0416.000,-100
IM0416.001,-100
IM0417.000,-100
IM0417.001,-100
IM0418.000,-100
IM0418.001,-100
IM0419.000,-100
IM0419.001,-100
IM0420.000,-100
IM0420.001,-100
IM0421.000,-100
IM0421.001,-100
IM0422.000,-100
IM0422.001,-100
IM0423.000,-100
IM0423.001,-100
IM0424.000,-100
IM0424.001,-100
IM0425.000,-100
IM0425.001,-100
IM0426.000,-100
IM0426.001,-100
IM0427.000,-100
IM0427.001,-100
IM0428.000,-100
IM0428.001,-100
IM0429.000,-100
IM0429.001,-100
IM0430.000,-100
IM0430.001,-100
IM0431.000,-100
IM0431.001,-100
IM0432.000,-100
IM0432.001,-100
IM0433.000,-100
IM0433.001,-100
IM0434.000,-100
IM0434.001,-100
IM0436.000,-100
IM0436.001,-100
IM0437.000,-100
IM0437.001,-100
IM0438.000,-100
IM0438.001,-100
IM0440.000,-100
IM0440.001,-100
IM0441.000,-100
IM0441.001,-100
IM0442.000,-100
IM0442.001,-100
IM0443.000,-100
IM0443.001,-100
IM0444.000,-100
IM0444.001,-100
IM0445.000,-100
IM0445.001,-100
IM0447.000,-100
IM0447.001,-100
IM0448.000,-100
IM0448.001,-100
IM0449.000,-100
IM0449.001,-100
IM0450.000,-100
IM0450.001,-100
IM0451.000,-100
IM0451.001,-100
IM0452.000,-100
IM0452.001,-100
IM0453.000,-100
IM0453.001,-100
IM0457.000,-100
IM0457.001,-100
IM0458.000,-100
IM0458.001,-100
IM0460.000,-100
IM0460.001,-100
IM0462.000,-100
IM0462.001,-100
IM0463.000,-100
IM0463.001,-100
IM0464.000,-100
IM0464.001,-100
IM0465.000,-100
IM0465.001,-100
IM0466.000,-100
IM0466.001,-100
IM0467.000,-100
IM0467.001,-100
IM0468.000,-100
IM0468.001,-100
IM0469.000,-100
IM0469.001,-100
IM0470.000,-100
IM0470.001,-100
IM0471.000,-100
IM0471.001,-100
IM0472.000,-100
IM0472.001,-100
IM0473.000,-100
IM0473.001,-100
IM0474.000,-100
IM0474.001,-100
IM0475.000,-100
IM0475.001,-100
IM0476.000,-100
IM0476.001,-100
IM0477.000,-100
IM0477.001,-100
IM0478.000,-100
IM0478.001,-100
IM0479.000,-100
IM0479.001,-100
IM0480.000,-100
IM0480.001,-100
IM0481.000,-100
IM0481.001,-100
IM0482.000,-100
IM0482.001,-100
IM0483.000,-100
IM0483.001,-100
IM0484.000,-100
IM0484.001,-100
IM0485.000,-100
IM0485.001,-100
IM0486.000,-100
IM0486.001,-100
IM0487.000,-100
IM0487.001,-100
IM0488.000,-100
IM0488.001,-100
IM0489.000,-100
IM0489.001,-100
IM0490.000,-100
IM0490.001,-100
IM0491.000,-100
IM0491.001,-100
IM0492.000,-100
IM0492.001,-100
IM0493.000,-100
IM0493.001,-100
IM0494.000,-100
IM0494.001,-100
IM0495.000,-100
IM0495.001,-100
IM0496.000,-100
IM0496.001,-100
IM0497.000,-100
IM0497.001,-100
IM0498.000,-100
IM0498.001,-100
IM0499.000,-100
IM0499.001,-100
IM0500.000,-100
IM0500.001,-100
IM0501.000,-100
IM0501.001,-100
IM0502.000,-100
IM0502.001,-100
IM0503.000,-100
IM0503.001,-100
IM0504.000,-100
IM0504.001,-100
IM0505.000,-100
IM0505.001,-100
IM0506.000,-100
IM0506.001,-100
IM0507.000,-100
IM0507.001,-100
IM0508.000,-100
IM0508.001,-100
IM0509.000,-100
IM0509.001,-100
IM0510.000,-100
IM0510.001,-100
IM0511.000,-100
IM0511.001,-100
IM0512.000,-100
IM0512.001,-100
IM0513.000,-100
IM0513.001,-100
IM0514.000,-100
IM0514.001,-100
IM0515.000,-100
IM0515.001,-100
IM0516.000,-100
IM0516.001,-100
IM0517.000,-100
IM0517.001,-100
IM0518.000,-100
IM0518.001,-100
IM0519.000,-100
IM0519.001,-100
IM0520.000,-100
IM0520.001,-100
IM0521.000,-100
IM0521.001,-100
IM0522.000,-100
IM0522.001,-100
IM0523.000,-100
IM0523.001,-100
IM0524.000,-100
IM0524.001,-100
IM0525.000,-100
IM0525.001,-100
IM0526.000,-100
IM0526.001,-100
IM0527.000,-100
IM0527.001,-100
IM0528.000,-100
IM0528.001,-100
IM0529.000,-100
IM0529.001,-100
IM0530.000,-100
IM0530.001,-100
IM0531.000,-100
IM0531.001,-100
IM0532.000,-100
IM0532.001,-100
IM0533.000,-100
IM0533.001,-100
IM0534.000,-100
IM0534.001,-100
IM0535.000,-100
IM0535.001,-100
IM0536.000,-100
IM0536.001,-100
IM0537.000,-100
IM0537.001,-100
IM0538.000,-100
IM0538.001,-100
IM0539.000,-100
IM0539.001,-100
IM0540.000,-100
IM0540.001,-100
IM0541.000,-100
IM0541.001,-100
IM0542.000,-100
IM0542.001,-100
IM0543.000,-100
IM0543.001,-100
IM0544.000,-100
IM0544.001,-100
IM0545.000,-100
IM0545.001,-100
IM0546.000,-100
IM0546.001,-100
IM0547.000,-100
IM0547.001,-100
IM0548.000,-100
IM0548.001,-100
IM0549.000,-100
IM0549.001,-100
IM0550.000,-100
IM0550.001,-100
IM0552.000,-100
IM0552.001,-100
IM0553.000,-100
IM0553.001,-100
IM0554.000,-100
IM0554.001,-100
IM0555.000,-100
IM0555.001,-100
IM0556.000,-100
IM0556.001,-100
IM0557.000,-100
IM0557.001,-100
IM0558.000,-100
IM0558.001,-100
IM0559.000,-100
IM0559.001,-100
IM0560.000,-100
IM0560.001,-100
IM0561.000,-100
IM0561.001,-100
IM0563.000,-100
IM0563.001,-100
IM0564.000,-100
IM0564.001,-100
IM0565.000,-100
IM0565.001,-100
IM0566.000,-100
IM0566.001,-100
IM0567.000,-100
IM0567.001,-100
IM0568.000,-100
IM0568.001,-100
IM0569.000,-100
IM0569.001,-100
IM0570.000,-100
IM0570.001,-100
IM0571.000,-100
IM0571.001,-100
IM0572.000,-100
IM0572.001,-100
IM0573.000,-100
IM0573.001,-100
IM0574.000,-100
IM0574.001,-100
IM0575.000,-100
IM0575.001,-100
IM0576.000,-100
IM0576.001,-100
IM0577.000,-100
IM0577.001,-100
IM0578.000,-100
IM0578.001,-100
IM0579.000,-100
IM0579.001,-100
IM0580.000,-100
IM0580.001,-100
IM0581.000,-100
IM0581.001,-100
IM0582.000,-100
IM0582.001,-100
IM0583.000,-100
IM0583.001,-100
IM0584.000,-100
IM0584.001,-100
IM0585.000,-100
IM0585.001,-100
IM0586.000,-100
IM0586.001,-100
IM0587.000,-100
IM0587.001,-100
IM0588.000,-100
IM0588.001,-100
IM0589.000,-100
IM0589.001,-100
IM0590.000,-100
IM0590.001,-100
IM0591.000,-100
IM0591.001,-100
IM0592.000,-100
IM0592.001,-100
IM0593.000,-100
IM0593.001,-100
IM0594.000,-100
IM0594.001,-100
IM0595.000,-100
IM0595.001,-100
IM0596.000,-100
IM0596.001,-100
IM0597.000,-100
IM0597.001,-100
IM0598.000,-100
IM0598.001,-100
IM0599.000,-100
IM0599.001,-100
IM0600.000,-100
IM0600.001,-100
IM0601.000,-100
IM0601.001,-100
IM0602.000,-100
IM0602.001,-100
IM0603.000,-100
IM0603.001,-100
IM0604.000,-100
IM0604.001,-100
IM0605.000,-100
IM0605.001,-100
IM0606.000,-100
IM0606.001,-100
IM0607.000,-100
IM0607.001,-100
IM0608.000,-100
IM0608.001,-100
IM0609.000,-100
IM0609.001,-100
IM0610.000,-100
IM0610.001,-100
IM0611.000,-100
IM0611.001,-100
IM0612.000,-100
IM0612.001,-100
IM0613.000,-100
IM0613.001,-100
IM0614.000,-100
IM0614.001,-100
IM0615.000,-100
IM0615.001,-100
IM0616.000,-100
IM0616.001,-100
IM0617.000,-100
IM0617.001,-100
IM0618.000,-100
IM0618.001,-100
IM0619.000,-100
IM0619.001,-100
IM0620.000,-100
IM0620.001,-100
IM0621.000,-100
IM0621.001,-100
IM0622.000,-100
IM0622.001,-100
IM0623.000,-100
IM0623.001,-100
IM0624.000,-100
IM0624.001,-100
IM0625.000,-100
IM0625.001,-100
IM0626.000,-100
IM0626.001,-100
IM0627.000,-100
IM0627.001,-100
IM0628.000,-100
IM0628.001,-100
IM0629.000,-100
IM0629.001,-100
IM0630.000,-100
IM0630.001,-100
IM0631.000,-100
IM0631.001,-100
IM0632.000,-100
IM0632.001,-100
IM0633.000,-100
IM0633.001,-100
IM0634.000,-100
IM0634.001,-100
IM0635.000,-100
IM0635.001,-100
IM0636.000,-100
IM0636.001,-100
IM0637.000,-100
IM0637.001,-100
IM0638.000,-100
IM0638.001,-100
IM0639.000,-100
IM0639.001,-100
IM0640.000,-100
IM0640.001,-100
IM0641.000,-100
IM0641.001,-100
IM0642.000,-100
IM0642.001,-100
IM0643.000,-100
IM0643.001,-100
IM0644.000,-100
IM0644.001,-100
IM0645.000,-100
IM0645.001,-100
IM0646.000,-100
IM0646.001,-100
IM0647.000,-100
IM0647.001,-100
IM0648.000,-100
IM0648.001,-100
IM0649.000,-100
IM0649.001,-100
IM0650.000,-100
IM0650.001,-100
IM0651.000,-100
IM0651.001,-100
IM0652.000,-100
IM0652.001,-100
IM0653.000,-100
IM0653.001,-100
IM0654.000,-100
IM0654.001,-100
IM0655.000,-100
IM0655.001,-100
IM0656.000,-100
IM0656.001,-100
IM0657.000,-100
IM0657.001,-100
IM0658.000,-100
IM0658.001,-100
IM0659.000,-100
IM0659.001,-100
IM0660.000,-100
IM0660.001,-100
IM0661.000,-100
IM0661.001,-100
IM0662.000,-100
IM0662.001,-100
IM0663.000,-100
IM0663.001,-100
IM0664.000,-100
IM0664.001,-100
IM0665.000,-100
IM0665.001,-100
IM0666.000,-100
IM0666.001,-100
IM0667.000,-100
IM0667.001,-100
IM1002.000,-100
IM1002.001,-100
IM1005.000,-100
IM1005.001,-100
IM1006.000,-100
IM1006.001,-100
IM1007.000,-100
IM1007.001,-100
IM1008.000,-100
IM1008.001,-100
IM1009.000,-100
IM1009.001,-100
IM1010.000,-100
IM1010.001,-100
IM1011.000,-100
IM1011.001,-100
IM1012.000,-100
IM1012.001,-100
IM1013.000,-100
IM1013.001,-100
IM1014.000,-100
IM1014.001,-100
IM1015.000,-100
IM1015.001,-100
IM1016.000,-100
IM1016.001,-100
IM1017.000,-100
IM1017.001,-100
IM1019.000,-100
IM1019.001,-100
IM1020.000,-100
IM1020.001,-100
IM1023.000,-100
IM1023.001,-100
IM1024.000,-100
IM1024.001,-100
IM1025.000,-100
IM1025.001,-100
IM1026.000,-100
IM1026.001,-100
IM1027.000,-100
IM1027.001,-100
IM1030.000,-100
IM1030.001,-100
IM1031.000,-100
IM1031.001,-100
IM1033.000,-100
IM1033.001,-100
IM1036.000,-100
IM1036.001,-100
IM1037.000,-100
IM1037.001,-100
IM1038.000,-100
IM1038.001,-100
IM1039.000,-100
IM1039.001,-100
IM1040.000,-100
IM1040.001,-100
IM1041.000,-100
IM1041.001,-100
IM1044.000,-100
IM1044.001,-100
IM1045.000,-100
IM1045.001,-100
IM1047.000,-100
IM1047.001,-100
IM1048.000,-100
IM1048.001,-100
IM1051.000,-100
IM1051.001,-100
IM1052.000,-100
IM1052.001,-100
IM1053.000,-100
IM1053.001,-100
IM1055.000,-100
IM1055.001,-100
IM1058.000,-100
IM1058.001,-100
IM1059.000,-100
IM1059.001,-100
IM1062.000,-100
IM1062.001,-100
IM1064.000,-100
IM1064.001,-100
IM1066.000,-100
IM1066.001,-100
IM1067.000,-100
IM1067.001,-100
IM1068.000,-100
IM1068.001,-100
IM1069.000,-100
IM1069.001,-100
IM1070.000,-100
IM1070.001,-100
IM1071.000,-100
IM1071.001,-100
IM1072.000,-100
IM1072.001,-100
IM1073.000,-100
IM1073.001,-100
IM1074.000,-100
IM1074.001,-100
IM1075.000,-100
IM1075.001,-100
IM1082.000,-100
IM1082.001,-100
IM1083.000,-100
IM1083.001,-100
IM1084.000,-100
IM1084.001,-100
IM1085.000,-100
IM1085.001,-100
IM1086.000,-100
IM1086.001,-100
IM1087.000,-100
IM1087.001,-100
IM1088.000,-100
IM1088.001,-100
IM1089.000,-100
IM1089.001,-100
IM1091.000,-100
IM1091.001,-100
IM1092.000,-100
IM1092.001,-100
IM1096.000,-100
IM1096.001,-100
IM1097.000,-100
IM1097.001,-100
IM1098.000,-100
IM1098.001,-100
IM1100.000,-100
IM1100.001,-100
IM1101.000,-100
IM1101.001,-100
IM1103.000,-100
IM1103.001,-100
IM1104.000,-100
IM1104.001,-100
IM1105.000,-100
IM1105.001,-100
IM1106.000,-100
IM1106.001,-100
IM1107.000,-100
IM1107.001,-100
IM1110.000,-100
IM1110.001,-100
IM1111.000,-100
IM1111.001,-100
IM1112.000,-100
IM1112.001,-100
IM1114.000,-100
IM1114.001,-100
IM1115.000,-100
IM1115.001,-100
IM1117.000,-100
IM1117.001,-100
IM1122.000,-100
IM1122.001,-100
IM1123.000,-100
IM1123.001,-100
IM1124.000,-100
IM1124.001,-100
IM1125.000,-100
IM1125.001,-100
IM1127.000,-100
IM1127.001,-100
IM1128.000,-100
IM1128.001,-100
IM1133.000,-100
IM1133.001,-100
IM1134.000,-100
IM1134.001,-100
IM1135.000,-100
IM1135.001,-100
IM1136.000,-100
IM1136.001,-100
IM1137.000,-100
IM1137.001,-100
IM1138.000,-100
IM1138.001,-100
IM1140.000,-100
IM1140.001,-100
IM1141.000,-100
IM1141.001,-100
IM1142.000,-100
IM1142.001,-100
IM1143.000,-100
IM1143.001,-100
IM1144.000,-100
IM1144.001,-100
IM1145.000,-100
IM1145.001,-100
IM1146.000,-100
IM1146.001,-100
IM1148.000,-100
IM1148.001,-100
IM1149.000,-100
IM1149.001,-100
IM1150.000,-100
IM1150.001,-100
IM1151.000,-100
IM1151.001,-100
IM1152.000,-100
IM1152.001,-100
IM1154.000,-100
IM1154.001,-100
IM1155.000,-100
IM1155.001,-100
IM1158.000,-100
IM1158.001,-100
IM1161.000,-100
IM1161.001,-100
IM1162.000,-100
IM1162.001,-100
IM1163.000,-100
IM1163.001,-100
IM1164.000,-100
IM1164.001,-100
IM1165.000,-100
IM1165.001,-100
IM1166.000,-100
IM1166.001,-100
IM1168.000,-100
IM1168.001,-100
IM1170.000,-100
IM1170.001,-100
IM1172.000,-100
IM1172.001,-100
IM1174.000,-100
IM1174.001,-100
IM1176.000,-100
IM1176.001,-100
IM1177.000,-100
IM1177.001,-100
IM1179.000,-100
IM1179.001,-100
IM1180.000,-100
IM1180.001,-100
IM1181.000,-100
IM1181.001,-100
IM1182.000,-100
IM1182.001,-100
IM1183.000,-100
IM1183.001,-100
IM1184.000,-100
IM1184.001,-100
IM1185.000,-100
IM1185.001,-100
IM1188.000,-100
IM1188.001,-100
IM1190.000,-100
IM1190.001,-100
IM1192.000,-100
IM1192.001,-100
IM1195.000,-100
IM1195.001,-100
IM1197.000,-100
IM1197.001,-100
IM1199.000,-100
IM1199.001,-100
IM1200.000,-100
IM1200.001,-100
IM1201.000,-100
IM1201.001,-100
IM1202.000,-100
IM1202.001,-100
IM1205.000,-100
IM1205.001,-100
IM1206.000,-100
IM1206.001,-100
IM1207.000,-100
IM1207.001,-100
IM1208.000,-100
IM1208.001,-100
IM1210.000,-100
IM1210.001,-100
IM1212.000,-100
IM1212.001,-100
IM1213.000,-100
IM1213.001,-100
IM1214.000,-100
IM1214.001,-100
IM1215.000,-100
IM1215.001,-100
IM1216.000,-100
IM1216.001,-100
IM1219.000,-100
IM1219.001,-100
IM1220.000,-100
IM1220.001,-100
IM1222.000,-100
IM1222.001,-100
IM1223.000,-100
IM1223.001,-100
IM1224.000,-100
IM1224.001,-100
IM1226.000,-100
IM1226.001,-100
IM1228.000,-100
IM1228.001,-100
IM1230.000,-100
IM1230.001,-100
IM1232.000,-100
IM1232.001,-100
IM1234.000,-100
IM1234.001,-100
IM1235.000,-100
IM1235.001,-100
IM1236.000,-100
IM1236.001,-100
IM1238.000,-100
IM1238.001,-100
IM1240.000,-100
IM1240.001,-100
IM1241.000,-100
IM1241.001,-100
IM1242.000,-100
IM1242.001,-100
IM1243.000,-100
IM1243.001,-100
IM1244.000,-100
IM1244.001,-100
IM1246.000,-100
IM1246.001,-100
IM1252.000,-100
IM1252.001,-100
IM1253.000,-100
IM1253.001,-100
IM1254.000,-100
IM1254.001,-100
IM1259.000,-100
IM1259.001,-100
